"Charlotte, NC",bottom,weekday,  23.7437550925, 17.273285997, 12.5578861599, 9.78544988942, 8.39883599115, 6.31293213828, 6.09547200559, 5.76936328716, 7.31519031545, 16.5651495751, 22.4587358864, 37.1957397276, 63.5863810965, 113.891467815, 133.625142591, 157.883994878, 162.361052264, 184.878291235, 183.767663834, 174.940519148, 175.681247817, 191.842230241, 192.62232569, 215.990618089, 238.582563147, 246.064346409, 233.050145501, 227.524060063, 206.585123967, 208.933954138, 218.094284717, 199.106832732, 202.857711559, 214.422768013, 227.279455244, 237.607496217, 242.300733326, 226.416552206, 216.308508905, 201.960679781, 173.443976254, 146.463927366, 124.053660808, 103.379699686, 88.4335700151, 68.4686299616, 51.3025957397, 37.6598766151
"Jacksonville, FL",bottom,weekday,  22.0362749328, 18.1356410342, 13.8125518569, 13.1306627726, 10.7224785105, 9.39212107132, 12.8087351897, 10.9297401347, 11.6915137234, 16.8574557764, 28.5793368956, 49.6301151638, 65.3466197604, 103.888354187, 131.804122001, 155.22677641, 161.367329329, 185.49404268, 191.23782815, 197.531611961, 201.827187946, 199.141382629, 196.193621187, 208.061763632, 216.385981215, 204.621121105, 198.342072948, 187.912249842, 191.190368723, 182.710630248, 189.134612193, 183.128936975, 188.748332282, 187.050180877, 194.019249278, 207.292522651, 206.550728486, 205.235504962, 198.475158475, 175.143340745, 155.719889814, 124.32720454, 103.996647971, 86.9840695629, 73.2296638014, 58.4635425309, 45.5731970396, 33.6830838671
"Nashville, TN",bottom,weekday,  29.4592434736, 22.4474930445, 16.709939028, 13.0735807731, 9.41623749482, 6.99698099805, 5.77088143018, 5.13914047239, 5.07683655952, 7.09734801397, 16.5147990292, 35.9775942698, 56.4519031552, 88.4692476174, 121.838453797, 169.843722252, 175.156751317, 190.751968271, 187.260048541, 176.840614456, 176.499467235, 193.54954715, 202.257710294, 232.645977624, 248.95838513, 244.364884864, 227.51432546, 213.201325993, 204.649558989, 206.91706624, 219.424288167, 217.744450364, 221.262327591, 231.133043272, 243.419937252, 242.898241875, 246.398034689, 226.383916415, 194.966583792, 164.479192565, 147.296542947, 130.47957734, 113.275528325, 99.7510803291, 90.372225182, 75.9657846445, 59.0417332623, 48.9658142426
"Indianapolis, IN",bottom,weekday,  24.8835080667, 18.7325492965, 15.1032918681, 12.7889347602, 10.1520723559, 8.0234124613, 6.71837144875, 6.62154381009, 10.9366614156, 15.3762018578, 24.3004237058, 43.9580368298, 58.777337172, 87.1106523983, 126.769487751, 162.993970341, 186.885219186, 196.04541257, 180.319164539, 190.515209952, 190.49223206, 199.902629149, 204.3529252, 236.125645065, 249.086479439, 247.666386007, 230.12933891, 207.437476234, 201.936634255, 214.032402629, 204.849693085, 204.199902222, 211.130669781, 216.420962573, 227.841762182, 227.474523331, 227.652371123, 222.912434135, 207.199603455, 187.649818024, 169.062985496, 150.168477375, 126.785784127, 101.21714922, 83.0168124287, 63.0828127546, 50.8156608181, 39.9132217937
"Raleigh, NC",bottom,weekday,  23.7239799393, 17.6333353972, 13.2761129342, 9.85394093245, 7.05169958517, 6.16416940128, 5.44458547458, 4.55033744041, 4.862113801, 7.63361401771, 14.629806204, 31.205033744, 55.0997151879, 70.8553959507, 99.6119125751, 142.166584112, 166.002136091, 166.869388892, 177.326759953, 178.065351991, 188.209429757, 181.328029224, 202.798031082, 226.081821559, 246.736022537, 235.494087053, 236.952293976, 205.076465854, 206.399108414, 211.548727633, 205.868150579, 203.911120054, 215.128444059, 213.890099684, 223.360194415, 230.195096279, 228.813169463, 219.856417559, 204.6787815, 176.055073989, 157.844127299, 138.233607826, 117.537366107, 99.7625224444, 84.2668255836, 65.6138319609, 54.5136524054, 43.6962107609
"Louisville, KY",bottom,weekday,  24.1629178382, 19.0162058732, 14.2143080287, 11.3465713839, 10.5661121525, 9.91190253046, 8.2148156826, 11.4937910028, 12.7849890659, 16.6890424867, 33.0748203686, 47.2003670728, 57.9377147766, 82.2744454858, 124.43283349, 138.967432052, 153.216963449, 165.797719463, 176.275851296, 188.4013199, 199.594657919, 204.707825679, 205.739846923, 223.884450172, 227.091065292, 240.492697595, 231.292916276, 216.040651359, 212.776905654, 214.42236801, 205.684903155, 207.770735708, 207.147805373, 205.742775695, 214.309668853, 217.11055139, 210.156123087, 206.752225867, 199.046547954, 184.217900656, 164.412293033, 144.435762262, 128.744181506, 109.260426429, 86.2131755701, 67.7685098407, 55.6762730397, 42.166315214
"Fort Worth, TX",bottom,weekday,  24.5925662952, 19.5792300806, 14.6196091748, 12.0980458741, 12.9056895008, 13.1925107276, 11.227981354, 11.0344518878, 8.91186367425, 10.8667613373, 26.3476985769, 42.0289568734, 60.432716945, 97.0117000587, 127.727101534, 148.11178341, 178.885839533, 191.482974717, 191.783224771, 197.960547032, 202.733553546, 214.45213472, 213.518476214, 218.076004075, 234.922112802, 232.623776742, 221.806810113, 218.369277313, 208.874726021, 210.172876856, 220.016299818, 209.466890995, 202.090544253, 205.770197265, 216.33322014, 212.683635353, 208.664371932, 207.311301824, 193.20078412, 178.651035718, 162.635260704, 145.181335474, 125.158799741, 101.057543296, 87.4426882351, 70.5940172259, 50.7318865187, 37.5715741055
"Oklahoma City, OK",bottom,weekday,  25.9413304253, 23.9447110142, 15.6985096329, 11.8775354417, 9.42977099237, 8.19203925845, 9.10647037441, 9.3756088695, 10.1436205016, 17.2806615776, 25.7023991276, 70.4174118502, 98.2743729553, 107.85823337, 142.198873137, 164.340421665, 171.336895674, 176.970119956, 171.887640858, 177.974191203, 187.513595056, 199.888585969, 208.634969102, 210.524282079, 217.117957107, 219.884623773, 218.417593602, 210.38171574, 202.50697928, 206.517993457, 208.047328244, 197.815412577, 199.404943657, 199.520537986, 206.210977826, 205.571137768, 202.168956743, 199.502908033, 189.701999273, 174.861686659, 158.423954925, 134.816721192, 115.834569248, 97.8346782988, 82.497564522, 64.6794983642, 50.5569611051, 41.8470010905
"Kansas City, MO",bottom,weekday,  22.5117721331, 17.2292780749, 13.6501411171, 10.1654783125, 7.82616607249, 6.85019310755, 6.15623143197, 6.25687017231, 7.2400103981, 9.94429590018, 19.7401589424, 41.409573678, 72.8644904932, 103.413361557, 113.141859774, 142.518308081, 166.559751931, 169.377562389, 162.938242721, 177.004159239, 177.345625371, 194.090389186, 206.433043672, 238.07015003, 245.785836304, 243.93174391, 229.411764706, 209.061905823, 212.008838384, 204.984180036, 206.150512478, 196.135880867, 198.125705585, 219.211304219, 256.555184195, 243.26548574, 233.979538027, 224.727272727, 205.946598336, 188.000259952, 166.773581402, 144.730095068, 125.867869875, 101.473484848, 87.9657605466, 70.6418597742, 51.4997029115, 39.8682040998
"Colorado Springs, CO",bottom,weekday,  11.3698895726, 7.17579870185, 7.73615442974, 4.23733456967, 7.45418528197, 5.1709095507, 5.33612914103, 5.97100227598, 7.10920509146, 15.1260642333, 33.2345949591, 59.7767428138, 75.1989800219, 110.513698053, 148.072410014, 176.120247829, 167.691646295, 183.956039788, 200.477830228, 213.393955998, 214.173101239, 212.899814549, 207.167664166, 229.124420467, 241.802368709, 227.815139509, 226.658265194, 211.568195229, 205.213773919, 209.006912248, 216.159698221, 206.372755627, 203.021621849, 218.617423923, 223.789513614, 211.060355728, 205.045646127, 186.542021411, 167.046657675, 140.571777797, 120.010663407, 93.670235185, 77.5410520105, 61.4827615274, 54.3759167158, 37.4483267302, 27.3443901205, 19.6001854506
