"Charlotte, NC",bottom,weekend,  59.2972664426, 46.2203336082, 36.2318767045, 28.9109532568, 24.8711232321, 17.28737236, 11.6263081119, 8.13471173971, 6.45779159003, 7.89015031395, 12.3183865035, 18.2525528002, 24.4299486269, 40.8531743515, 59.9885203273, 81.7851842456, 108.769138073, 137.182533139, 155.513921482, 170.48963024, 196.642417708, 227.949324539, 237.198452464, 249.165408765, 252.339760259, 254.823174986, 251.678822858, 262.979387328, 259.503963975, 260.368364305, 252.127798567, 248.411238663, 248.767235365, 243.656117207, 233.278302784, 230.277668548, 214.80953891, 208.550770597, 196.497938733, 185.160081182, 170.85596499, 148.252172259, 122.656814866, 108.980846071, 93.9822413902, 81.3785120822, 68.3710280967, 54.5359928966
"Jacksonville, FL",bottom,weekend,  49.6782214827, 39.7176927343, 31.2958957293, 27.710112775, 20.6828434091, 14.9831761878, 17.9767054908, 15.1246071363, 14.498428545, 15.6540950268, 15.7073396192, 24.0343871326, 36.8431318173, 60.073303753, 85.2489369569, 114.098724348, 134.007764836, 161.557311888, 189.689314106, 209.676834905, 209.447125162, 216.629229063, 217.870123868, 228.428545018, 232.790719172, 225.375855056, 223.630153448, 221.128951747, 221.511462378, 222.149657977, 219.458217785, 211.594564615, 213.788408209, 209.550748752, 205.114808652, 203.112959882, 193.265113699, 193.210667406, 185.440192272, 164.631077833, 143.247550379, 118.191532631, 103.297374746, 86.7872065077, 77.4939914957, 63.0059160658, 55.571547421, 46.5200591607
"Nashville, TN",bottom,weekend,  66.9253973403, 59.0647907882, 44.3805546546, 33.3391177425, 26.6625851443, 20.7273759325, 14.0598443075, 10.3531462861, 6.47745702238, 6.25883879338, 9.08887447292, 20.7787868959, 24.0479240999, 39.4980538437, 59.6875608174, 86.1331495297, 114.700129744, 136.498216023, 157.913152773, 182.756568278, 203.263460915, 224.529354525, 231.597388907, 239.608498216, 243.737998703, 254.067791113, 257.077602984, 250.432046708, 255.714077198, 257.426208239, 252.408530652, 249.348199805, 242.22883555, 239.834495621, 220.977294843, 212.444210185, 208.415666559, 195.401719105, 175.698913396, 162.940885501, 144.985809277, 132.350308141, 126.571602335, 114.419477781, 101.245377879, 85.9006649367, 75.1209860525, 65.4634284788
"Indianapolis, IN",bottom,weekend,  58.9424202517, 49.9137401229, 44.5021217442, 35.7196371086, 29.8642083699, 24.639596137, 14.9586625695, 10.4991952005, 7.48207491952, 8.56401814457, 11.9094966345, 17.1949809775, 24.4109599064, 36.297190518, 50.9573456248, 74.8544776119, 100.03563067, 128.026851039, 150.960637987, 167.787825578, 192.658106526, 206.179177641, 217.282850454, 235.643473807, 242.829675154, 249.722124671, 251.200102429, 248.097746561, 252.715978929, 257.204272754, 249.839405912, 244.230904302, 245.429836114, 232.54214223, 230.538923032, 216.072944103, 209.432982148, 199.547702663, 194.031899327, 181.514413228, 173.977465613, 148.850453614, 129.920690664, 107.664179104, 93.8002633889, 75.7773631841, 63.9154228856, 54.733977173
"Raleigh, NC",bottom,weekend,  58.2837837838, 47.6440591535, 40.389427163, 31.866054734, 22.4608193099, 13.4098249193, 9.3425973143, 7.13615502295, 5.23907870134, 5.26576576577, 7.38985211627, 12.1961584226, 21.3178650348, 33.965663777, 55.3985211627, 82.9586095529, 112.68018018, 136.099014108, 162.117287098, 182.980707122, 201.356280809, 213.368689444, 228.203552609, 240.155022947, 250.186469488, 254.099439062, 247.912799592, 249.459459459, 260.071137175, 257.778344382, 257.521672616, 257.591194969, 249.67890532, 244.516658168, 235.829423763, 225.380588135, 214.598504165, 193.274689784, 180.271120177, 166.027961924, 151.069267381, 136.426483087, 118.998555159, 102.952065273, 87.929117797, 73.7478327384, 60.7938126806, 52.4895461499
"Louisville, KY",bottom,weekend,  50.1421143847, 41.6926993068, 33.849220104, 27.4155112652, 22.4939341421, 17.352144714, 15.0503682842, 11.3205155979, 9.52415511265, 10.5540511265, 13.1980069324, 18.9818024263, 21.657712305, 38.6333405546, 56.8666594454, 72.6056109185, 99.1759098787, 128.227469671, 150.43457539, 171.358210572, 196.343695841, 220.043110919, 228.718045927, 229.178942808, 240.204722704, 237.943132582, 237.611893414, 249.185983536, 244.076364818, 244.101494801, 242.135290295, 231.495992201, 235.724328423, 226.560875217, 215.671468804, 204.272638648, 193.843479203, 180.898613518, 180.006607452, 170.780762565, 159.347487002, 143.323006932, 126.620883882, 110.013214905, 94.7472920277, 75.0097487002, 64.7402512998, 51.4269930676
"Fort Worth, TX",bottom,weekend,  58.4262295082, 49.2641637645, 42.0719442793, 33.0501146692, 28.5201732778, 19.7187632719, 15.3618448993, 13.0105325745, 9.17259831819, 9.3364478043, 12.424615646, 16.5041195957, 28.0721990996, 39.8644355729, 60.6885245902, 80.7025397095, 106.767688779, 143.077210567, 162.861292789, 167.761912851, 182.117896883, 194.708485518, 207.468189926, 227.760298989, 235.150513888, 236.107109488, 237.621167077, 237.638579801, 229.351991846, 224.57963136, 219.94920581, 217.836660155, 216.940202157, 218.408477024, 210.885585662, 206.986069821, 201.797502761, 198.67357513, 181.420793341, 169.329737535, 157.186868258, 138.966873354, 123.388176336, 104.459526034, 92.9332370679, 79.2771596025, 63.9881933237, 52.5112545655
"Oklahoma City, OK",bottom,weekend,  47.8879975316, 40.4677568652, 33.0346600843, 25.5888100381, 17.9788131235, 13.8660907127, 12.1454283657, 11.0074051219, 11.0579039391, 12.4010079194, 15.1032603106, 19.8580684974, 32.9698652679, 49.1202303816, 62.4394734136, 82.4773218143, 106.311426514, 124.193150262, 144.077959478, 164.177105832, 191.504473928, 203.407898797, 210.744317597, 218.462820117, 222.866090713, 224.224827728, 216.501902705, 224.591998354, 225.795742055, 226.12413864, 226.78864548, 220.608248483, 215.844800987, 220.935410881, 213.746477425, 201.760979122, 194.701223902, 183.825362542, 175.679934177, 166.893345675, 161.747197367, 142.31944873, 123.53368302, 100.88151805, 85.2747094518, 72.9772703898, 60.0337344441, 49.925023141
"Kansas City, MO",bottom,weekend,  58.9771167048, 51.6925679037, 42.1141179982, 35.2672370908, 27.3644413491, 19.6227241071, 10.7406228236, 7.64719928365, 6.45766590389, 6.12426624216, 5.76410307432, 9.62869366232, 16.719530395, 28.5883991643, 51.6250124366, 78.023181773, 97.2483334992, 125.496766491, 153.16416277, 179.109541339, 199.526216297, 222.10148244, 237.645706895, 248.253109143, 256.086459059, 255.878221073, 252.027360462, 259.882499254, 259.635061188, 257.828176301, 247.518754353, 245.411501343, 244.421152124, 235.548104666, 230.087056014, 214.02805691, 213.94925878, 193.840413889, 186.326833151, 177.142274401, 156.524325938, 139.054123968, 123.010645707, 108.096607303, 97.6597353497, 82.8085762611, 66.5009451796, 51.9832852452
"Colorado Springs, CO",bottom,weekend,  29.1342344442, 25.3361687252, 19.1085993941, 14.0346073176, 14.1803775344, 9.64530412491, 15.5794686553, 7.30668841762, 6.28384991843, 7.51619669075, 9.40701468189, 18.0513866232, 30.9556047541, 44.9617804708, 68.3276625495, 98.072593801, 137.22395712, 169.238988581, 186.894779772, 213.782684689, 241.825798182, 265.038918667, 263.21964577, 276.008389653, 268.908179911, 268.681193195, 259.487648567, 255.498368679, 252.178280121, 236.119785598, 233.917734794, 234.465276159, 224.775693312, 212.15299464, 199.266837567, 196.479841529, 188.113143789, 176.256117455, 155.178513167, 136.828012118, 119.065019809, 102.03786996, 86.9523421114, 73.7465625728, 63.4399906782, 46.6724539734, 34.9933581916, 27.0399673736
